[DEBUG] [2021-07-02 14:00:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7204744ca05f4ad786d890fdfb602bc6, msgType : 19
[DEBUG] [2021-07-02 14:43:08] ChannelMsgHandler.onConnect(112) | onConnect in ChannelMsgHandler called, host : 127.0.0.1:20201
[DEBUG] [2021-07-02 14:43:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6d1b4dc73e914255839b75c3eb51ced4, msgType : 18
[DEBUG] [2021-07-02 14:43:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ac0e29116ee24a5db2bda6754a4a11f1, msgType : 18
[INFO] [2021-07-02 14:43:08] ChannelMsgHandler$1.onResponse(225) |  node: ClientVersion{version='2.7.2', supportedVersion='2.7.2', chainId='1', buildTime='20210201 10:03:03', buildType='Linux/clang/Release', gitBranch='HEAD', gitCommitHash='4c8a5bbe44c19db8a002017ff9dbb16d3d28e9da'}, content: {"id":1,"jsonrpc":"2.0","result":{"Build Time":"20210201 10:03:03","Build Type":"Linux/clang/Release","Chain Id":"1","FISCO-BCOS Version":"2.7.2","Git Branch":"HEAD","Git Commit Hash":"4c8a5bbe44c19db8a002017ff9dbb16d3d28e9da","Supported Version":"2.7.2"}}

[INFO] [2021-07-02 14:43:08] ChannelMsgHandler$1.onResponse(225) |  node: ClientVersion{version='2.7.2', supportedVersion='2.7.2', chainId='1', buildTime='20210201 10:03:03', buildType='Linux/clang/Release', gitBranch='HEAD', gitCommitHash='4c8a5bbe44c19db8a002017ff9dbb16d3d28e9da'}, content: {"id":0,"jsonrpc":"2.0","result":{"Build Time":"20210201 10:03:03","Build Type":"Linux/clang/Release","Chain Id":"1","FISCO-BCOS Version":"2.7.2","Git Branch":"HEAD","Git Commit Hash":"4c8a5bbe44c19db8a002017ff9dbb16d3d28e9da","Supported Version":"2.7.2"}}

[INFO] [2021-07-02 14:43:08] ChannelMsgHandler$1.onResponse(233) |  support channel handshake node
[INFO] [2021-07-02 14:43:08] ChannelMsgHandler$1.onResponse(233) |  support channel handshake node
[DEBUG] [2021-07-02 14:43:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 42fe55568b4441cf82025c049e7a87fb, msgType : 20
[DEBUG] [2021-07-02 14:43:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ed89ec36de6e4e4e9c7b5641c305d2c1, msgType : 20
[INFO] [2021-07-02 14:43:08] ChannelMsgHandler$2.onResponse(309) |  channel protocol handshake success, set socket channel protocol, host: 127.0.0.1:20201, channel protocol: ChannelProtocol [protocol=3, nodeVersion=2.7.2, EnumProtocol=VERSION_3]
[INFO] [2021-07-02 14:43:08] ChannelMsgHandler$2.onResponse(309) |  channel protocol handshake success, set socket channel protocol, host: 127.0.0.1:20200, channel protocol: ChannelProtocol [protocol=3, nodeVersion=2.7.2, EnumProtocol=VERSION_3]
[INFO] [2021-07-02 14:43:08] ChannelImp.checkConnectionsToStartPeriodTask(132) |  Connect to  nodes: 127.0.0.1:20200, 127.0.0.1:20201, java version: 11.0.11 ,java vendor: Ubuntu
[DEBUG] [2021-07-02 14:43:08] ChannelImp.start(92) | Start the channel success
[INFO] [2021-07-02 14:43:08] BcosSDK.<init>(77) | create BcosSDK, start channel success, cryptoType: 0
[DEBUG] [2021-07-02 14:43:08] ThreadPoolService.<init>(37) | Create ThreadPoolService, threadName: channelProcessor, corePoolSize: 16, maxBlockingQueueSize: 102400
[INFO] [2021-07-02 14:43:08] BcosSDK.<init>(87) | create BcosSDK, start channel succ, channelProcessorThreadSize: 16, receiptProcessorThreadSize: 16
[DEBUG] [2021-07-02 14:43:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d6aaa79b6a8c4acf8d7953efb72d1f88, msgType : 19
[DEBUG] [2021-07-02 14:43:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 54cf83cdfaa74e13a219c72fb45efd60, msgType : 19
[DEBUG] [2021-07-02 14:43:08] ThreadPoolService.<init>(37) | Create ThreadPoolService, threadName: GroupManagerServiceImpl, corePoolSize: 16, maxBlockingQueueSize: 102400
[INFO] [2021-07-02 14:43:08] GroupManagerServiceImpl.registerBlockNumberNotifyHandler(259) | registerBlockNumberNotifyHandler
[INFO] [2021-07-02 14:43:08] GroupManagerServiceImpl.registerTransactionNotifyHandler(281) | registerTransactionNotifyHandler
[DEBUG] [2021-07-02 14:43:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6a9cbd4be09844a49b212638023fa285, msgType : 18
[DEBUG] [2021-07-02 14:43:08] GroupServiceImpl.<init>(45) | insert group: 1 for peer 127.0.0.1:20200
[DEBUG] [2021-07-02 14:43:08] GroupManagerServiceImpl.getAndUpdateBlockNumberForAllPeers(528) | g: 1, getAndUpdateBlockNumberForAllPeers, group availablePeers:[127.0.0.1:20200]
[DEBUG] [2021-07-02 14:43:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 59ae2ecfa2164dca9efb9821dbc20658, msgType : 18
[DEBUG] [2021-07-02 14:43:08] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 230, groupId: 1
[DEBUG] [2021-07-02 14:43:08] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 230, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-02 14:43:08] GroupManagerServiceImpl.fetchAndUpdateBlockNumberInfo(542) | fetch and update the blockNumber information, groupId: 1, peer:127.0.0.1:20200, blockNumber: 230
[DEBUG] [2021-07-02 14:43:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4f906c4f951a4a909141f0dba8ad7a79, msgType : 18
[DEBUG] [2021-07-02 14:43:08] GroupServiceImpl.insertNode(84) | g:1, insertNode=127.0.0.1:20201, nodeSize=2, blockNumberInfoSize=1
[DEBUG] [2021-07-02 14:43:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9c54a5be33cf4ab9980eb3736480669f, msgType : 18
[DEBUG] [2021-07-02 14:43:08] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 230, groupId: 1
[DEBUG] [2021-07-02 14:43:08] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 230, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-02 14:43:08] GroupManagerServiceImpl.fetchAndUpdateBlockNumberInfo(542) | fetch and update the blockNumber information, groupId: 1, peer:127.0.0.1:20201, blockNumber: 230
[DEBUG] [2021-07-02 14:43:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d7217b0067a1437c9d7b1d277d4bf167, msgType : 18
[DEBUG] [2021-07-02 14:43:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 694cff863eea41b7a7682613610f15e7, msgType : 18
[DEBUG] [2021-07-02 14:43:08] GroupManagerServiceImpl.start(445) | start GroupManagerService...
[INFO] [2021-07-02 14:43:08] BcosSDK.<init>(98) | create BcosSDK, create groupManagerService success
[DEBUG] [2021-07-02 14:43:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 31476effdf154b45a8544ff39480b210, msgType : 18
[DEBUG] [2021-07-02 14:43:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e096f9be1f8e452f9baab2cc62efb088, msgType : 18
[WARN] [2021-07-02 14:43:09] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-02 14:43:09] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-02 14:43:09] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-02 14:43:09] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-02 14:43:09] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-02 14:43:09] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-02 14:43:09] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-02 14:43:09] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-02 14:43:09] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-02 14:43:09] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-02 14:43:09] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-02 14:43:09] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-02 14:43:09] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-02 14:43:09] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-02 14:43:09] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-02 14:43:09] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-02 14:43:09] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-02 14:43:09] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[DEBUG] [2021-07-02 14:43:09] GroupManagerServiceImpl.setAmop(806) | register blockNotify for 127.0.0.1:20200, groupList: [1]
[DEBUG] [2021-07-02 14:43:09] TopicManager.updateBlockNotify(158) | update block notify, peer: 127.0.0.1:20200, groupInfo: [1]
[DEBUG] [2021-07-02 14:43:09] TopicManager.updateBlockNotify(163) | add block notify, peer: 127.0.0.1:20200, topic: _block_notify_1
[INFO] [2021-07-02 14:43:09] AmopImp.sendSubscribe(216) | update subscribe inform 2 peers
[DEBUG] [2021-07-02 14:43:09] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20200, topics:["_block_notify_1"]
[DEBUG] [2021-07-02 14:43:09] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20201, topics:[]
[DEBUG] [2021-07-02 14:43:09] GroupManagerServiceImpl.setAmop(806) | register blockNotify for 127.0.0.1:20201, groupList: [1]
[DEBUG] [2021-07-02 14:43:09] TopicManager.updateBlockNotify(158) | update block notify, peer: 127.0.0.1:20201, groupInfo: [1]
[DEBUG] [2021-07-02 14:43:09] TopicManager.updateBlockNotify(163) | add block notify, peer: 127.0.0.1:20201, topic: _block_notify_1
[INFO] [2021-07-02 14:43:09] AmopImp.sendSubscribe(216) | update subscribe inform 2 peers
[DEBUG] [2021-07-02 14:43:09] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20200, topics:["_block_notify_1"]
[DEBUG] [2021-07-02 14:43:09] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20201, topics:["_block_notify_1"]
[INFO] [2021-07-02 14:43:09] AmopImp.start(188) | amop module started
[INFO] [2021-07-02 14:43:09] AmopImp.sendSubscribe(216) | update subscribe inform 2 peers
[DEBUG] [2021-07-02 14:43:09] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20200, topics:["_block_notify_1"]
[DEBUG] [2021-07-02 14:43:09] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20201, topics:["_block_notify_1"]
[INFO] [2021-07-02 14:43:09] BcosSDK.<init>(103) | create BcosSDK, create Amop success
[DEBUG] [2021-07-02 14:43:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : cc413599d4e04b1eab0341cdad686725, msgType : 18
[DEBUG] [2021-07-02 14:43:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 121bbc18b6c043cdb57f301d1425f043, msgType : 18
[DEBUG] [2021-07-02 14:43:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f773290791a9422ea97f8bc83ed50f1a, msgType : 18
[DEBUG] [2021-07-02 14:43:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a77a4f82366a419486b496a128f80330, msgType : 18
[WARN] [2021-07-02 14:43:09] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-02 14:43:09] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-02 14:43:09] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-02 14:43:09] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-02 14:43:09] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-02 14:43:09] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[INFO] [2021-07-02 14:43:09] CryptoSuite.<init>(67) | init CryptoSuite, cryptoType: 0
[WARN] [2021-07-02 14:43:09] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-02 14:43:09] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[INFO] [2021-07-02 14:43:09] Client.build(111) | build client success for group 1
[INFO] [2021-07-02 14:43:09] BcosSDK.getClient(178) | create client for group 1 success
[DEBUG] [2021-07-02 14:43:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b70cf130cb0148789374e08cd5dc08bf, msgType : 18
[DEBUG] [2021-07-02 14:43:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 0ae278da76a54a169df75654d7ebae58, msgType : 18
[WARN] [2021-07-02 14:43:09] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-02 14:43:09] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[DEBUG] [2021-07-02 14:43:09] ContractClient.initialize(38) | create client for group1, account address is 0x20b283f27e287fb3490106bdd54185a4051c2416
[DEBUG] [2021-07-02 14:43:09] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-02 14:43:09] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-02 14:43:09] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-02 14:43:09] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-02 14:43:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 84e3855402c24b088ea7b289ae106f16, msgType : 18
[DEBUG] [2021-07-02 14:43:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:43:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:43:09] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:43:09] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:43:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 84e3855402c24b088ea7b289ae106f16, msgType : 4096
[DEBUG] [2021-07-02 14:43:09] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:43:09] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 231, groupId: 1
[DEBUG] [2021-07-02 14:43:09] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 231, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-02 14:43:09] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 231, groupId: 1
[DEBUG] [2021-07-02 14:43:09] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 231, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-02 14:43:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4f376a7b0b724721aa5ee5a75e537ddd, msgType : 19
[DEBUG] [2021-07-02 14:43:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 3b291f2c4ca347f4b98935b3e2945e2d, msgType : 19
[DEBUG] [2021-07-02 14:43:12] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1c1e0a1ee9124b95a98340d07135649c, msgType : 19
[DEBUG] [2021-07-02 14:43:12] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b761e44a198247c88cdb9659bbbb0fc0, msgType : 19
[DEBUG] [2021-07-02 14:43:14] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d1b00224a0b84c0e8337f6b0fd0a7867, msgType : 19
[DEBUG] [2021-07-02 14:43:14] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7acef5da06a24be085aa857bfb355b55, msgType : 19
[DEBUG] [2021-07-02 14:43:16] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 75379f8ec3ce453a880e2dda3124fe84, msgType : 19
[DEBUG] [2021-07-02 14:43:16] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9cbcc72a93a742358ae8cc3994f323e4, msgType : 19
[DEBUG] [2021-07-02 14:43:18] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4a1c814b3f1c4372abeebda3c077626b, msgType : 19
[DEBUG] [2021-07-02 14:43:18] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c96e934dcf2f4e4a8d1eeb2f101d283a, msgType : 19
[DEBUG] [2021-07-02 14:43:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3760497aa9744908afb3d686e8f53b00, msgType : 19
[DEBUG] [2021-07-02 14:43:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 35f852532fa74a2ea257eee8ee983648, msgType : 19
[DEBUG] [2021-07-02 14:43:22] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 8b172802cb024b4694f91c8f28c19c76, msgType : 19
[DEBUG] [2021-07-02 14:43:22] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 24e9a54fe5964bb5b60e41890a62ae95, msgType : 19
[DEBUG] [2021-07-02 14:43:24] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a23cf031d4064a41bd47c2e7813762d5, msgType : 19
[DEBUG] [2021-07-02 14:43:24] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7dc225f93bd2439d92d2f10bf6a10bfd, msgType : 19
[DEBUG] [2021-07-02 14:43:26] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b7e4ec4900d240fbb5ad0895d736ae5f, msgType : 19
[DEBUG] [2021-07-02 14:43:26] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 22f1ab81068d4c74a23cc62f46f5d951, msgType : 19
[DEBUG] [2021-07-02 14:43:28] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : dfffd22b7aad48eb85eaa5051f5058f8, msgType : 19
[DEBUG] [2021-07-02 14:43:28] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f159c4e66b8c4254a2591eba417522da, msgType : 19
[DEBUG] [2021-07-02 14:43:30] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3911855174d94eca8a21c22a17c5aef4, msgType : 19
[DEBUG] [2021-07-02 14:43:30] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b134508244d5490790428fc4f0f24dba, msgType : 19
[DEBUG] [2021-07-02 14:43:32] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f4b78aa0bd2d4466ad95057a430132ee, msgType : 19
[DEBUG] [2021-07-02 14:43:32] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d362595adb5146e793d7efca642bad83, msgType : 19
[DEBUG] [2021-07-02 14:43:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c638bde15b864189820d1e264ce9300d, msgType : 19
[DEBUG] [2021-07-02 14:43:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 99b607711f0148dfa29f242c3dd56715, msgType : 19
[DEBUG] [2021-07-02 14:43:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 85ba2edc542c41d69cfbc26545089130, msgType : 19
[DEBUG] [2021-07-02 14:43:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 28b35112e92e4d96b0ba0c68f2daacc5, msgType : 19
[DEBUG] [2021-07-02 14:43:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 95393d402f6a49dbb181fc87a75485c8, msgType : 19
[DEBUG] [2021-07-02 14:43:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 41bd7b7e6e8c45389156c1cab89215f5, msgType : 19
[DEBUG] [2021-07-02 14:43:40] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 91ef9e63a33f4ec48a8dc28df7217c62, msgType : 19
[DEBUG] [2021-07-02 14:43:40] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 759eeb2e84bd4c9097274950a490ad27, msgType : 19
[DEBUG] [2021-07-02 14:43:42] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : dffdc3dfc8ae4affa9df22dea777a0cb, msgType : 19
[DEBUG] [2021-07-02 14:43:42] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 5913c628ac0f44aa9de920bab8ba9945, msgType : 19
[DEBUG] [2021-07-02 14:43:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 78467a79bf1847d6a7c3a3d5ef87302a, msgType : 19
[DEBUG] [2021-07-02 14:43:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d2b8998222d143ec8016ae64d5c80aca, msgType : 19
[DEBUG] [2021-07-02 14:43:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 78d63ce06d3740eba4c3fe3394e4a4a0, msgType : 19
[DEBUG] [2021-07-02 14:43:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c61866f0333948e6878056e0fd7ce7d9, msgType : 19
[DEBUG] [2021-07-02 14:43:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 29ef0e7c8f014929bdaef32a79b080aa, msgType : 19
[DEBUG] [2021-07-02 14:43:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 3cfb84b6de3842bbbbe838d92f6fbede, msgType : 19
[DEBUG] [2021-07-02 14:43:50] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a518fdcd2553460a8467be90398302dd, msgType : 19
[DEBUG] [2021-07-02 14:43:50] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a62eb0a164d74acbbed1ce54af923494, msgType : 19
[DEBUG] [2021-07-02 14:43:52] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f8fcc75ac86c4abbab08c0edaec083d3, msgType : 19
[DEBUG] [2021-07-02 14:43:52] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d1bb0e0f0ab546bc9b4c0a487edd7ff7, msgType : 19
[DEBUG] [2021-07-02 14:43:54] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f843c6b89f894fbf812a574bea7e11bc, msgType : 19
[DEBUG] [2021-07-02 14:43:54] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 89fb977321864941b5de2f676da7375b, msgType : 19
[DEBUG] [2021-07-02 14:43:56] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 96222ee6e0e645dfa3371cd3daeb5f88, msgType : 19
[DEBUG] [2021-07-02 14:43:56] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f2dda365ef174f078e1c74cbd40d16f7, msgType : 19
[DEBUG] [2021-07-02 14:43:58] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c9e537ff779e45a9990273d8b717640a, msgType : 19
[DEBUG] [2021-07-02 14:43:58] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 196f2d3f3489470ab4a68ffa5c71e3be, msgType : 19
