[DEBUG] [2021-07-09 11:22:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 124730023b9c40e8bc81d7422ddf26a0, msgType : 19
[DEBUG] [2021-07-09 11:30:34] DispatcherServlet.initMultipartResolver(520) | Detected StandardServletMultipartResolver
[DEBUG] [2021-07-09 11:30:34] DispatcherServlet.initLocaleResolver(544) | Detected AcceptHeaderLocaleResolver
[DEBUG] [2021-07-09 11:30:34] DispatcherServlet.initThemeResolver(569) | Detected FixedThemeResolver
[DEBUG] [2021-07-09 11:30:34] DispatcherServlet.initRequestToViewNameTranslator(719) | Detected org.springframework.web.servlet.view.DefaultRequestToViewNameTranslator@16663909
[DEBUG] [2021-07-09 11:30:34] DispatcherServlet.initFlashMapManager(783) | Detected org.springframework.web.servlet.support.SessionFlashMapManager@532c19b
[DEBUG] [2021-07-09 11:30:34] FrameworkServlet.initServletBean(542) | enableLoggingRequestDetails='false': request parameters and headers will be masked to prevent unsafe logging of potentially sensitive data
[INFO] [2021-07-09 11:30:34] FrameworkServlet.initServletBean(547) | Completed initialization in 1 ms
[DEBUG] [2021-07-09 11:30:34] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signup?user_id=seller&password=123&user_type=0", parameters={masked}
[DEBUG] [2021-07-09 11:30:34] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signup(String, String, int, String)
[INFO] [2021-07-09 11:30:34] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x75cda7dbbb8a7b9ad30329673fb955955e7197dc
[DEBUG] [2021-07-09 11:30:34] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-09 11:30:34] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-09 11:30:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f3ef8040fec1475e88060f91861ceade, msgType : 18
[DEBUG] [2021-07-09 11:30:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:30:34] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:34] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 919, groupId: 1
[DEBUG] [2021-07-09 11:30:34] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 919, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-09 11:30:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:30:34] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f3ef8040fec1475e88060f91861ceade, msgType : 4096
[DEBUG] [2021-07-09 11:30:34] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 919, groupId: 1
[DEBUG] [2021-07-09 11:30:34] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 919, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-09 11:30:34] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:34] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-09 11:30:34] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@37595bcf]
[DEBUG] [2021-07-09 11:30:34] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-09 11:30:34] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signup?user_id=port&password=123&user_type=1&port_name=GuangZhou", parameters={masked}
[DEBUG] [2021-07-09 11:30:34] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signup(String, String, int, String)
[INFO] [2021-07-09 11:30:34] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x75cda7dbbb8a7b9ad30329673fb955955e7197dc
[DEBUG] [2021-07-09 11:30:34] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-09 11:30:34] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-09 11:30:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 50f7c4305a02494d9f9f92b89dfbf7fc, msgType : 18
[DEBUG] [2021-07-09 11:30:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:30:35] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:30:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 50f7c4305a02494d9f9f92b89dfbf7fc, msgType : 4096
[DEBUG] [2021-07-09 11:30:35] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:35] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:35] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 920, groupId: 1
[DEBUG] [2021-07-09 11:30:35] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 920, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-09 11:30:35] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 920, groupId: 1
[DEBUG] [2021-07-09 11:30:35] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 920, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-09 11:30:35] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-09 11:30:35] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@6f088dd6]
[DEBUG] [2021-07-09 11:30:35] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-09 11:30:35] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signup?user_id=port2&password=123&user_type=1&port_name=BeiJing", parameters={masked}
[DEBUG] [2021-07-09 11:30:35] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signup(String, String, int, String)
[INFO] [2021-07-09 11:30:35] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x75cda7dbbb8a7b9ad30329673fb955955e7197dc
[DEBUG] [2021-07-09 11:30:35] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-09 11:30:35] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-09 11:30:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 955575e076094014b15f51371d15c7be, msgType : 18
[DEBUG] [2021-07-09 11:30:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:30:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:30:35] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 955575e076094014b15f51371d15c7be, msgType : 4096
[DEBUG] [2021-07-09 11:30:35] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 921, groupId: 1
[DEBUG] [2021-07-09 11:30:35] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:35] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 921, groupId: 1
[DEBUG] [2021-07-09 11:30:35] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 921, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-09 11:30:35] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:35] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 921, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-09 11:30:35] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-09 11:30:35] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@14cdac0]
[DEBUG] [2021-07-09 11:30:35] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-09 11:30:35] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signin?user_id=seller&password=123&user_type=0", parameters={masked}
[DEBUG] [2021-07-09 11:30:35] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signin(String, String)
[INFO] [2021-07-09 11:30:35] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x75cda7dbbb8a7b9ad30329673fb955955e7197dc
[DEBUG] [2021-07-09 11:30:35] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-09 11:30:35] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-09 11:30:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 248dfef8491b44b0822354882d4916c4, msgType : 18
[DEBUG] [2021-07-09 11:30:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:30:36] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:36] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 922, groupId: 1
[DEBUG] [2021-07-09 11:30:36] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 922, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-09 11:30:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:30:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 248dfef8491b44b0822354882d4916c4, msgType : 4096
[DEBUG] [2021-07-09 11:30:36] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:36] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:36] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 922, groupId: 1
[DEBUG] [2021-07-09 11:30:36] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 922, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-09 11:30:36] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-09 11:30:36] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@7bc84d5c]
[DEBUG] [2021-07-09 11:30:36] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-09 11:30:36] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signin?user_id=port&password=123&user_type=1", parameters={masked}
[DEBUG] [2021-07-09 11:30:36] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signin(String, String)
[INFO] [2021-07-09 11:30:36] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x75cda7dbbb8a7b9ad30329673fb955955e7197dc
[DEBUG] [2021-07-09 11:30:36] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-09 11:30:36] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-09 11:30:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ba095d6680ce415eafeb180d7b2d50d8, msgType : 18
[DEBUG] [2021-07-09 11:30:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : cb3a2c321fad48f38068eff651ca8899, msgType : 19
[DEBUG] [2021-07-09 11:30:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c1e9dd13c78141dbbec41b94d49cd8cb, msgType : 19
[DEBUG] [2021-07-09 11:30:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:30:36] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:36] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 923, groupId: 1
[DEBUG] [2021-07-09 11:30:36] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 923, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-09 11:30:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ba095d6680ce415eafeb180d7b2d50d8, msgType : 4096
[DEBUG] [2021-07-09 11:30:36] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:30:36] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:36] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 923, groupId: 1
[DEBUG] [2021-07-09 11:30:36] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 923, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-09 11:30:36] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-09 11:30:36] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@1ffc72d0]
[DEBUG] [2021-07-09 11:30:36] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-09 11:30:36] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signin?user_id=port2&password=123&user_type=1", parameters={masked}
[DEBUG] [2021-07-09 11:30:36] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signin(String, String)
[INFO] [2021-07-09 11:30:36] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x75cda7dbbb8a7b9ad30329673fb955955e7197dc
[DEBUG] [2021-07-09 11:30:36] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-09 11:30:36] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-09 11:30:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b88dceb906ef470b921d40b091a6828c, msgType : 18
[DEBUG] [2021-07-09 11:30:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b88dceb906ef470b921d40b091a6828c, msgType : 4096
[DEBUG] [2021-07-09 11:30:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:30:37] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:37] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 924, groupId: 1
[DEBUG] [2021-07-09 11:30:37] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 924, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-09 11:30:37] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:30:37] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:37] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 924, groupId: 1
[DEBUG] [2021-07-09 11:30:37] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 924, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-09 11:30:37] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-09 11:30:37] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@3a831d9f]
[DEBUG] [2021-07-09 11:30:37] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-09 11:30:37] LogFormatUtils.traceDebug(91) | POST "/v1/chain/genId?user_id=seller&token=998244360987710480", parameters={masked}
[DEBUG] [2021-07-09 11:30:37] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.ChainController#genId(String, String)
[INFO] [2021-07-09 11:30:37] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x75cda7dbbb8a7b9ad30329673fb955955e7197dc
[DEBUG] [2021-07-09 11:30:37] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-09 11:30:37] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-09 11:30:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6d0cbb6fa2af406b90bd37e484146c6b, msgType : 18
[DEBUG] [2021-07-09 11:30:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:30:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:30:37] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6d0cbb6fa2af406b90bd37e484146c6b, msgType : 4096
[DEBUG] [2021-07-09 11:30:37] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:37] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:37] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 925, groupId: 1
[DEBUG] [2021-07-09 11:30:37] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 925, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-09 11:30:37] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 925, groupId: 1
[DEBUG] [2021-07-09 11:30:37] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 925, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-09 11:30:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : be1aec13bb754c8e85a84bec839c5ecb, msgType : 18
[DEBUG] [2021-07-09 11:30:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:30:38] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : be1aec13bb754c8e85a84bec839c5ecb, msgType : 4096
[DEBUG] [2021-07-09 11:30:38] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:38] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 926, groupId: 1
[DEBUG] [2021-07-09 11:30:38] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 926, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-09 11:30:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:30:38] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:38] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 926, groupId: 1
[DEBUG] [2021-07-09 11:30:38] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 926, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-09 11:30:38] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-09 11:30:38] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@30706035]
[DEBUG] [2021-07-09 11:30:38] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-09 11:30:38] LogFormatUtils.traceDebug(91) | POST "/v1/chain/initHead?user_id=seller&id=714938432&time=20210701&location=C10&token=998244360987710480", parameters={masked}
[DEBUG] [2021-07-09 11:30:38] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.ChainController#initHead(String, String, String, String, String)
[INFO] [2021-07-09 11:30:38] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x75cda7dbbb8a7b9ad30329673fb955955e7197dc
[DEBUG] [2021-07-09 11:30:38] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-09 11:30:38] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-09 11:30:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : abbb86a42d2b44168be7aae965be8042, msgType : 18
[DEBUG] [2021-07-09 11:30:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ce3374c47b084ded9679fb3381b0f2fa, msgType : 18
[DEBUG] [2021-07-09 11:30:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 453b251d488a4072b1b567adec09ae46, msgType : 18
[DEBUG] [2021-07-09 11:30:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e7ede7c9399741c08d6727412c192d9d, msgType : 19
[DEBUG] [2021-07-09 11:30:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6db8949f12384ef7b37ea47fabceef91, msgType : 19
[DEBUG] [2021-07-09 11:30:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:30:38] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:38] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 927, groupId: 1
[DEBUG] [2021-07-09 11:30:38] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 927, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-09 11:30:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:30:38] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:30:38] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 927, groupId: 1
