[DEBUG] [2021-07-08 17:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1d23f1bb37874d1ba5a22151c80ade2e, msgType : 19
[DEBUG] [2021-07-08 17:21:37] GroupManagerServiceImpl.fetchAndUpdateBlockNumberInfo(542) | fetch and update the blockNumber information, groupId: 1, peer:127.0.0.1:20200, blockNumber: 807
[DEBUG] [2021-07-08 17:21:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4bdc0de1a9f141f2a256eb51c4b2854c, msgType : 18
[DEBUG] [2021-07-08 17:21:37] GroupServiceImpl.insertNode(84) | g:1, insertNode=127.0.0.1:20201, nodeSize=2, blockNumberInfoSize=1
[DEBUG] [2021-07-08 17:21:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8d87465758d2421b841bcb57ef8ad70b, msgType : 18
[DEBUG] [2021-07-08 17:21:37] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 807, groupId: 1
[DEBUG] [2021-07-08 17:21:37] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 807, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-08 17:21:37] GroupManagerServiceImpl.fetchAndUpdateBlockNumberInfo(542) | fetch and update the blockNumber information, groupId: 1, peer:127.0.0.1:20201, blockNumber: 807
[DEBUG] [2021-07-08 17:21:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f98990ef6dea4485805e1defcd8489ab, msgType : 18
[DEBUG] [2021-07-08 17:21:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 805d1d68a5ce48b0a6572b6ce89faeaa, msgType : 18
[DEBUG] [2021-07-08 17:21:37] GroupManagerServiceImpl.start(445) | start GroupManagerService...
[INFO] [2021-07-08 17:21:37] BcosSDK.<init>(98) | create BcosSDK, create groupManagerService success
[DEBUG] [2021-07-08 17:21:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 131848422d4a4dc9bb90dbac2ab07902, msgType : 18
[DEBUG] [2021-07-08 17:21:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : da2a5a36d7f14ddb9cd496655a89e0cd, msgType : 18
[WARN] [2021-07-08 17:21:37] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:21:37] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:21:37] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:21:37] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:21:37] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:21:37] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:21:37] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:21:37] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:21:37] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:21:37] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:21:37] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:21:37] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:21:37] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:21:37] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:21:37] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:21:37] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:21:37] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:21:37] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[DEBUG] [2021-07-08 17:21:37] GroupManagerServiceImpl.setAmop(806) | register blockNotify for 127.0.0.1:20200, groupList: [1]
[DEBUG] [2021-07-08 17:21:37] TopicManager.updateBlockNotify(158) | update block notify, peer: 127.0.0.1:20200, groupInfo: [1]
[DEBUG] [2021-07-08 17:21:37] TopicManager.updateBlockNotify(163) | add block notify, peer: 127.0.0.1:20200, topic: _block_notify_1
[INFO] [2021-07-08 17:21:37] AmopImp.sendSubscribe(216) | update subscribe inform 2 peers
[DEBUG] [2021-07-08 17:21:37] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20200, topics:["_block_notify_1"]
[DEBUG] [2021-07-08 17:21:37] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20201, topics:[]
[DEBUG] [2021-07-08 17:21:37] GroupManagerServiceImpl.setAmop(806) | register blockNotify for 127.0.0.1:20201, groupList: [1]
[DEBUG] [2021-07-08 17:21:37] TopicManager.updateBlockNotify(158) | update block notify, peer: 127.0.0.1:20201, groupInfo: [1]
[DEBUG] [2021-07-08 17:21:37] TopicManager.updateBlockNotify(163) | add block notify, peer: 127.0.0.1:20201, topic: _block_notify_1
[INFO] [2021-07-08 17:21:37] AmopImp.sendSubscribe(216) | update subscribe inform 2 peers
[DEBUG] [2021-07-08 17:21:37] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20200, topics:["_block_notify_1"]
[DEBUG] [2021-07-08 17:21:37] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20201, topics:["_block_notify_1"]
[INFO] [2021-07-08 17:21:37] AmopImp.start(188) | amop module started
[INFO] [2021-07-08 17:21:37] AmopImp.sendSubscribe(216) | update subscribe inform 2 peers
[DEBUG] [2021-07-08 17:21:37] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20200, topics:["_block_notify_1"]
[DEBUG] [2021-07-08 17:21:37] AmopImp.updateSubscribeToPeer(238) | update topics to node, node:127.0.0.1:20201, topics:["_block_notify_1"]
[INFO] [2021-07-08 17:21:37] BcosSDK.<init>(103) | create BcosSDK, create Amop success
[DEBUG] [2021-07-08 17:21:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a78650c3d2a64abbbf117b3b73c0c55a, msgType : 18
[DEBUG] [2021-07-08 17:21:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b36da77808c446978e81fe4dc672a5a4, msgType : 18
[DEBUG] [2021-07-08 17:21:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d97e94d76fcc4441acd8d46e7450360c, msgType : 18
[DEBUG] [2021-07-08 17:21:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7cd600ba9dc242fe89df64e1fd387993, msgType : 18
[WARN] [2021-07-08 17:21:37] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:21:37] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:21:37] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:21:37] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:21:37] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:21:37] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[INFO] [2021-07-08 17:21:37] CryptoSuite.<init>(67) | init CryptoSuite, cryptoType: 0
[WARN] [2021-07-08 17:21:37] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:21:37] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[INFO] [2021-07-08 17:21:37] Client.build(111) | build client success for group 1
[INFO] [2021-07-08 17:21:37] BcosSDK.getClient(178) | create client for group 1 success
[DEBUG] [2021-07-08 17:21:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 78d483e77ca64fa28f65bd816ce810fd, msgType : 18
[DEBUG] [2021-07-08 17:21:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b279055000494e6cb8d5260f554241ab, msgType : 18
[WARN] [2021-07-08 17:21:37] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[WARN] [2021-07-08 17:21:37] KeyTool.getMethod(309) | get method for EC5Util failed, method name: convertSpec
[DEBUG] [2021-07-08 17:21:37] ContractClient.initialize(38) | create client for group1, account address is 0xd1530979f17d8fbd2491454fda4b7239727913de
[DEBUG] [2021-07-08 17:21:37] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-08 17:21:37] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-08 17:21:37] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-08 17:21:37] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-08 17:21:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b29100d71c4547d0ae990ad0cf5b1b4a, msgType : 18
[DEBUG] [2021-07-08 17:21:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:21:37] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:21:37] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b29100d71c4547d0ae990ad0cf5b1b4a, msgType : 4096
[DEBUG] [2021-07-08 17:21:37] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:37] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 808, groupId: 1
[DEBUG] [2021-07-08 17:21:37] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 808, groupId: 1
[DEBUG] [2021-07-08 17:21:37] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 808, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-08 17:21:37] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 808, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-08 17:21:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ce8d9dddcb9d4acfb6cd4682dbcc8993, msgType : 19
[DEBUG] [2021-07-08 17:21:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 469a39ec67f749b9a733dfa0d8282e35, msgType : 19
[DEBUG] [2021-07-08 17:21:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b473d009127c4b269860661365d12717, msgType : 19
[DEBUG] [2021-07-08 17:21:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 95017993f09a458299378066da35a7d8, msgType : 19
[DEBUG] [2021-07-08 17:21:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 08e0c1965ad145a581b522cc83cdd864, msgType : 19
[DEBUG] [2021-07-08 17:21:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 478581eca04a4c62a9086e65cc296503, msgType : 19
[DEBUG] [2021-07-08 17:21:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ef98bc40584b45c196223f560e8da423, msgType : 19
[DEBUG] [2021-07-08 17:21:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e96a27b097eb4be3b6a4f210eac99e3c, msgType : 19
[INFO] [2021-07-08 17:21:45] FrameworkServlet.initServletBean(525) | Initializing Servlet 'dispatcherServlet'
[DEBUG] [2021-07-08 17:21:45] DispatcherServlet.initMultipartResolver(520) | Detected StandardServletMultipartResolver
[DEBUG] [2021-07-08 17:21:45] DispatcherServlet.initLocaleResolver(544) | Detected AcceptHeaderLocaleResolver
[DEBUG] [2021-07-08 17:21:45] DispatcherServlet.initThemeResolver(569) | Detected FixedThemeResolver
[DEBUG] [2021-07-08 17:21:45] DispatcherServlet.initRequestToViewNameTranslator(719) | Detected org.springframework.web.servlet.view.DefaultRequestToViewNameTranslator@3f36bde8
[DEBUG] [2021-07-08 17:21:45] DispatcherServlet.initFlashMapManager(783) | Detected org.springframework.web.servlet.support.SessionFlashMapManager@508650cc
[DEBUG] [2021-07-08 17:21:45] FrameworkServlet.initServletBean(542) | enableLoggingRequestDetails='false': request parameters and headers will be masked to prevent unsafe logging of potentially sensitive data
[INFO] [2021-07-08 17:21:45] FrameworkServlet.initServletBean(547) | Completed initialization in 2 ms
[DEBUG] [2021-07-08 17:21:45] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signup?user_id=seller&password=123&user_type=0", parameters={masked}
[DEBUG] [2021-07-08 17:21:45] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signup(String, String, int, String)
[INFO] [2021-07-08 17:21:45] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x3d1725a37bf0ecd9fef2e75e661197d35386d817
[DEBUG] [2021-07-08 17:21:45] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-08 17:21:45] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-08 17:21:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b1ff2b649a2b4bdc828ee49bf85dbd50, msgType : 18
[DEBUG] [2021-07-08 17:21:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:21:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b1ff2b649a2b4bdc828ee49bf85dbd50, msgType : 4096
[DEBUG] [2021-07-08 17:21:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:21:45] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:45] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:45] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 809, groupId: 1
[DEBUG] [2021-07-08 17:21:45] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:45] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 809, groupId: 1
[DEBUG] [2021-07-08 17:21:45] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 809, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-08 17:21:45] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 809, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-08 17:21:45] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-08 17:21:45] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@477dde50]
[DEBUG] [2021-07-08 17:21:45] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-08 17:21:45] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signup?user_id=port&password=123&user_type=1&portname=GuangZhou%20Port", parameters={masked}
[DEBUG] [2021-07-08 17:21:45] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signup(String, String, int, String)
[INFO] [2021-07-08 17:21:45] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x3d1725a37bf0ecd9fef2e75e661197d35386d817
[DEBUG] [2021-07-08 17:21:45] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-08 17:21:45] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-08 17:21:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d897dec394af4d35bf78750d2a0afdbb, msgType : 18
[DEBUG] [2021-07-08 17:21:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:21:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d897dec394af4d35bf78750d2a0afdbb, msgType : 4096
[DEBUG] [2021-07-08 17:21:45] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:45] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:21:45] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:45] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 810, groupId: 1
[DEBUG] [2021-07-08 17:21:45] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 810, groupId: 1
[DEBUG] [2021-07-08 17:21:45] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 810, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-08 17:21:45] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-08 17:21:45] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 810, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-08 17:21:45] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@beac307]
[DEBUG] [2021-07-08 17:21:45] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-08 17:21:45] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signup?user_id=port2&password=123&user_type=1&portname=BeiJing", parameters={masked}
[DEBUG] [2021-07-08 17:21:45] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signup(String, String, int, String)
[INFO] [2021-07-08 17:21:45] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x3d1725a37bf0ecd9fef2e75e661197d35386d817
[DEBUG] [2021-07-08 17:21:45] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-08 17:21:45] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-08 17:21:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ce382ccb19914448bb40bccb81f9e761, msgType : 18
[DEBUG] [2021-07-08 17:21:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:21:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:21:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ce382ccb19914448bb40bccb81f9e761, msgType : 4096
[DEBUG] [2021-07-08 17:21:46] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:46] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:46] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:46] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 811, groupId: 1
[DEBUG] [2021-07-08 17:21:46] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 811, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-08 17:21:46] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 811, groupId: 1
[DEBUG] [2021-07-08 17:21:46] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 811, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-08 17:21:46] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-08 17:21:46] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@40276f20]
[DEBUG] [2021-07-08 17:21:46] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-08 17:21:46] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signin?user_id=seller&password=123&user_type=0", parameters={masked}
[DEBUG] [2021-07-08 17:21:46] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signin(String, String)
[INFO] [2021-07-08 17:21:46] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x3d1725a37bf0ecd9fef2e75e661197d35386d817
[DEBUG] [2021-07-08 17:21:46] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-08 17:21:46] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-08 17:21:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 04ec01d9de774298908f1e96341e02b8, msgType : 18
[DEBUG] [2021-07-08 17:21:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:21:46] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:46] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 812, groupId: 1
[DEBUG] [2021-07-08 17:21:46] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 812, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-08 17:21:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-08 17:21:46] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:46] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 812, groupId: 1
[DEBUG] [2021-07-08 17:21:46] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 812, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-08 17:21:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 04ec01d9de774298908f1e96341e02b8, msgType : 4096
[DEBUG] [2021-07-08 17:21:46] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-08 17:21:46] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-08 17:21:46] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@10b188c7]
[DEBUG] [2021-07-08 17:21:46] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-08 17:21:46] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signin?user_id=port&password=123&user_type=1", parameters={masked}
[DEBUG] [2021-07-08 17:21:46] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signin(String, String)
[INFO] [2021-07-08 17:21:46] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x3d1725a37bf0ecd9fef2e75e661197d35386d817
[DEBUG] [2021-07-08 17:21:46] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-08 17:21:46] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-08 17:21:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9c6811d7cc364df98b8f908f98d6a44e, msgType : 18
